num,api,keys2
1234,uProc,"Data-as-a-Service Aggregation,Database,Validation"
1235,UPS Shipping,Shipping
1236,Urban Mapping Mapfluence,Mapping
1237,Urban Mapping Neighborhoods,Mapping Localization
1238,UrbanDictionary,Reference Dictionary
1239,urlBorg,
1240,US Census Bureau,"Government Demographics,Statistics,Demographics,USA"
1241,USA Today Best-Selling Books,"Reference Books,News Services"
1242,USAJOBS,Jobs Government
1243,Userplane,"Social Chat,Video"
1244,USGS Elevation Query Service,Mapping Government
1245,uShip,"Shipping eCommerce,Marketplace,Transportation"
1246,USPS Track/Confirm Fields,"Shipping Government,Mail,Postal"
1247,Vanilla Forums,Social Forums
1248,Vast,Search
1249,vCita,"Enterprise Customer Relationship Management,Customer Service,Sales"
1250,Venmo,Payments Social
1251,Venteria,"Events Social,Calendars"
1252,Veoh,Video Social
1253,Verizon NavBuilder LocationKit,"Mapping Mobile,Telephony"
1254,VeryRelated Mind Maps Keyword,Semantics SEO
1255,VHX,"Video Social,Social,Dashboards"
1256,ViaMichelin,"Travel Mapping,European"
1257,Viator,"Travel Recreation,Referrals"
1258,Viddler,Video
1259,Videodetective,Video
1260,VideoSurf,Video Search
1261,Vidoop,Security Authentication
1262,Vimeo,"Video Community,Content,Movies,Transcoding"
1263,Vine,Video Mobile
1264,Viralheat,"Social Analytics,Statistics,Enterprise"
1265,VirCurEx,"Financial Bitcoin,Currency"
1266,VK,Social European
1267,Vodpod,Video
1268,Vonage Nexmo SMS,Messaging Telephony
1269,voo2do,"Other Spreadsheets,Organization,Tasks,Management"
1270,Voucherify,"Coupons eCommerce,Marketing"
1271,Voxeo,Telephony Text-to-Speech
1272,vzaar,Video
1273,W3Counter,Statistics
1274,Wahoo Fitness,Fitness Wearable
1275,WaifuAI,"Chat Animation,Artificial Intelligence,Avatars,Bots,Natural Language Processing"
1276,Walgreens Balance Rewards,"Health Fitness,Rewards"
1277,Walgreens QuickPrints,"Photos API,Printing,SDK"
1278,Walk Score,"Real Estate Addresses,Mapping"
1279,Walmart Open,eCommerce Referrals
1280,WatchMouse,Monitoring
1281,We Are Hunted,Music Social
1282,We Feel Fine,"Other Art,Blogging,Social"
1283,Weather Channel,Weather
1284,Weather Underground (Wunderground),Weather
1285,WebAIM,Chat
1286,Webcams.travel,"Travel Travel,Webcams"
1287,Webhose.io,"News Services Big Data,Data Mining,Extraction,Media,Metadata,Search,SEO,Social"
1288,WebKnox Keywords,"Search Keywords,Metadata"
1289,Weblogs,Blogging
1290,WebPurify Profanity Filter,Security Language
1291,WebShots,Photos
1292,WebThumb,
1293,Weplay,"Sports Games,Social"
1294,What The Trend?,Social Blogging
1295,WhatsApp Business,"Business Messaging,Mobile"
1296,WHERE GPS,Mapping Mobile
1297,Whereis,"Mapping Australian,Viewer"
1298,Whipplehill,Education Management
1299,WhoAPI,Domains Hosting
1300,Whois,"Domains Marketing,Networking,Security,Tools"
1301,Widgetbox,Widgets Gadgets
1302,Wiki-Data,Reference Business
1303,Wikia,Search
1304,WikiLocation,"Wiki Search,Mapping"
1305,Wikipedia,Reference Wiki
1306,Windows Live Contacts,Personal Information Management Contacts
1307,Windows Live Contacts Control,Personal Information Management Contacts
1308,Windows Live Data,Security
1309,Windows Live Expo,eCommerce Classifieds
1310,Windows Live ID Web Authentication,Security Authentication
1311,Windows Live Spaces,Blogging
1312,Windows Live Spaces Photo,Photos
1313,Windows Sidebar Gadgets,Widgets
1314,WindshieldRepair Tech Auto Glass,"Auto API,Business"
1315,WiserEarth,"Other Environment,Non-Profit,Social"
1316,Wishpot Shopping,eCommerce Social
1317,Withings,"Medical Health,Internet of Things,Measurements"
1318,WizIQ Virtual Classroom,Education Training
1319,Wolfram Alpha,"Reference Search,Semantics"
1320,WooCommerce,"eCommerce Blogging,Plugins"
1321,Wookmark,"Social Photos,Video"
1322,Woot,eCommerce Coupons
1323,Wordnik,"Reference Dictionary,Spelling"
1324,WordPress.com,"Blogging Social,Content Management"
1325,WordPress.org,"Blogging Social,Content Management"
1326,Wordstream Keyword Tool,"Search SEO,Marketing"
1327,WorkflowMax,"Office Invoicing,Time Tracking"
1328,Worksnaps,"Project Management Enterprise,Collaboration,Time Tracking"
1329,World Bank Indicators,"Reference Enterprise,Financial,Government,Photos"
1330,World Time Engine,
1331,World Weather Online,"Weather API,Localization"
1332,WorldCat Search,"Reference Search,Library,Books"
1333,Wuala,"Storage Social,Social"
1334,Xa.ly,URL Shortener Advertising
1335,Xero,"Financial Accounting,Business,Invoicing"
1336,Yahoo Address Book,Other Contacts
1337,Yahoo Ads,Advertising
1338,Yahoo Answers,Q&amp;A Reference
1339,Yahoo Audio Search,Music Search
1340,Yahoo BBauth,"Security Authentication,Identity"
1341,Yahoo Fantasy Sports,"Sports Fantasy Sports,Games"
1342,Yahoo Geo Location,Mapping Semantics
1343,Yahoo Geocoding,Mapping Addresses
1344,Yahoo GeoPlanet,Mapping
1345,Yahoo Image Search,Search Photos
1346,Yahoo Internet Location Platform,Mapping
1347,Yahoo Live,Video
1348,Yahoo Local Search,"Search Mapping,Localization"
1349,Yahoo Mail,Email
1350,Yahoo Map Image,Mapping Images
1351,Yahoo Maps,Mapping Viewer
1352,Yahoo Messenger,Chat
1353,Yahoo Music,Music Video
1354,Yahoo Music Engine,Music Applications
1355,Yahoo My Web Search,Search Customization
1356,Yahoo PlaceFinder,Mapping
1357,Yahoo Placemaker,Mapping
1358,Yahoo Query Language GraphQL,Database Data
1359,Yahoo Related Suggestions,Search
1360,Yahoo Search,Search
1361,Yahoo Search Marketing,Advertising
1362,Yahoo Shopping,eCommerce Search
1363,Yahoo Site Explorer,SEO
1364,Yahoo Social Directory,Social
1365,Yahoo Spelling Suggestion,Reference Spelling
1366,Yahoo Term Extraction,Search
1367,Yahoo Traffic,"Transportation Mapping,Auto,Mapping"
1368,Yahoo Travel,Travel Search
1369,Yahoo Video Search,"Video Search,Media"
1370,Yahoo Widgets,Widgets Applications
1371,Yandex,Search Russian
1372,Yellow,"Search Business,Canadian,Localization,Reference"
1373,Yelp Fusion,"Recommendations Business,Directories,eCommerce,Localization,Search"
1374,Yes Broadcast DB,Music Reference
1375,yfrog,"Photos Social,Social"
1376,Yipit,"eCommerce Aggregation,Coupons"
1377,Yolink,Search Semantics
1378,Your Mapper,"Mapping Crime,Government,Localization,Open Data"
1379,Your Mapper CrimeScore,"Mapping Reporting,Crime"
1380,YouTube,Video Media
1381,YouTXT,Messaging Telephony
1382,YRC,Shipping
1383,Yummly,"Search Food,Food,Semantics"
1384,zanox,"Advertising eCommerce,Referrals,SEO"
1385,Zapier,"Tools Applications,Automation,Application Development"
1386,Zappos,eCommerce
1387,Zazzle,eCommerce Customization
1388,Zemanta,"Blogging Search,Classification,Recommendations,Semantics"
1389,Zendesk Core,"Support Business,Webhooks"
1390,Zenfolio,Photos
1391,Zillow,Real Estate Banking
1392,Zoho CRM,"Financial Business,Customer Relationship Management"
1393,Zomato Foodie Index,"Food Indian,Localization,Restaurants"
1394,ZoomIn,Mapping
1395,ZoomInfo,"Data-as-a-Service Contacts,Intelligence,Marketing,Sales"
1396,Zooomr,"Photos Social,Messaging,Telephony"
1397,Zoopla,"Real Estate England,Mapping"
1398,Zotero,Bookmarks Reference
